MT2A	0.22673560678958893
MT1F	0.20159199833869934
MT1G	0.16177122294902802
IFI6	0.1367216855287552
RPPH1	0.10848410427570343
SNORD41	0.10013362765312195
SERPINA3	0.09664744138717651
SNORD33	0.09466428309679031
MT1X	0.08635526895523071
CCL2	0.08447810262441635
MT1M	0.0844399556517601
RNU4-1	0.08205488324165344
SNORD32A	0.07518887519836426
HLA-A	0.07418891042470932
SNORD13	0.07277963310480118
SNORD57	0.07149285078048706
SNORD116-20	0.06959158927202225
SNORD115-32	0.06867161393165588
SNORD115-44	0.06449022144079208
STAT1	0.06366393715143204
SNORD115-24	0.06243414804339409
HIST1H1E	0.06015815585851669
IFITM3	0.05964603275060654
CSRP1	0.05881725251674652
B2M	0.05443244054913521
MALAT1	0.05422154814004898
RNU1-1	0.05389242246747017
SNORD116-24	0.053132884204387665
SPP1	0.051439449191093445
HLA-B	0.051401469856500626
LOC399491	0.05122515931725502
HLA-G	0.05091400817036629
SNORD115-41	0.05017479136586189
SNORD115-42	0.05017479136586189
SNORD115-25	0.049502938985824585
CRYAB	0.047930989414453506
HLA-J	0.047811489552259445
HLA-C	0.04776284098625183
IFI44L	0.04680303856730461
MT1DP	0.04507870599627495
MT1E	0.04424518346786499
PKD1P1	0.043679770082235336
FAM107A	0.043387945741415024
NPIPA1	0.04334350675344467
GFAP	0.04274442046880722
MT1L	0.04130604863166809
EFEMP1	0.040861986577510834
MBP	0.04035224765539169
CXCL10	0.0387512631714344
AQP1	0.03759191185235977
SNORD68	0.03702115640044212
NBPF20	0.036215540021657944
SNORD115-23	0.03606582060456276
IFITM1	0.03447138890624046
GUSBP1	0.03403836861252785
NPIPB5	0.03384554386138916
SNORD116-1	0.033610228449106216
AGT	0.03308027610182762
RFC1	0.032927192747592926
GSTP1	0.03272067755460739
IFIT1	0.032428957521915436
HSPB1	0.03178652375936508
AQP4	0.03175370395183563
FAM127A	0.03167995065450668
NBPF19	0.031157616525888443
SNORA80E	0.03097246214747429
EIF3CL	0.028971143066883087
MX1	0.02879498340189457
GUSBP9	0.028371667489409447
TIMP1	0.028254806995391846
PDXDC2P	0.028186842799186707
CNN3	0.028123384341597557
NDRG1	0.028047572821378708
LOC613037	0.02789350599050522
CD74	0.027735399082303047
SNORA38B	0.027496812865138054
RNASE1	0.02737301215529442
SNORD116-22	0.02730424329638481
SNORA16A	0.02697768062353134
XAF1	0.026802964508533478
IFIT3	0.026730341836810112
PMP22	0.02649124339222908
NOMO3	0.026354830712080002
ZFP36L2	0.026271026581525803
MOBP	0.025273386389017105
TMBIM1	0.025114869698882103
SNORD116-4	0.02488962933421135
UPK3BL	0.024367988109588623
SNORA22	0.024314498528838158
DTNA	0.024291766807436943
EMP1	0.024152910336852074
SNORD64	0.024108240380883217
CHI3L2	0.024094898253679276
ERBB2IP	0.02392173744738102
RMRP	0.023914147168397903
GPX4	0.023729953914880753
GJA1	0.02365279383957386
POLR2J3	0.023469485342502594
UBE2L6	0.02335069514811039
SMG1P3	0.022985242307186127
CSNK2B	0.022725634276866913
HLA-H	0.022569486871361732
SOD2	0.022505221888422966
LOC100129717	0.022465970367193222
NOTCH2NL	0.02240087278187275
SDC4	0.022139517590403557
SNORD104	0.021918034180998802
GBP3	0.021700778976082802
IFI16	0.021554715931415558
GOLGA8B	0.02137206494808197
MT1A	0.020681846886873245
TF	0.020406829193234444
SLC1A3	0.020383577793836594
AGAP5	0.020338190719485283
GSTM1	0.02029191330075264
KIF5A	0.020206062123179436
ACTG1	0.02002152055501938
HBA2	0.019457072019577026
SORT1	0.019221607595682144
MGST1	0.018632782623171806
HLA-E	0.018377238884568214
NFKBIA	0.018225543200969696
SMG1P5	0.018212679773569107
PADI2	0.018200265243649483
SNORD45A	0.018106594681739807
USMG5	0.01800178922712803
CXCL8	0.01779918000102043
SLC25A18	0.01776234619319439
NPIPB9	0.017738811671733856
OAS1	0.017610523849725723
DAZAP2	0.01752939075231552
PLEKHM2	0.017506936565041542
GLUL	0.017491230741143227
ATP1B2	0.017379984259605408
F3	0.017148565500974655
ENO2	0.017096679657697678
TIPARP	0.01702721044421196
SNORD14C	0.01694718562066555
SMG1P7	0.016909126192331314
LDLR	0.0168050155043602
